TRADENO	TRADETIME	SECBOARD	SECCODE	PRICE	VOLUME	ACCRUEDINT	YIELD	VALUE
003422627808	100433	TQBR	MAGN	52.2850000000	200	0.00	0.00	10457.00
003422627809	100433	TQBR	GMKN	23398.0000000000	2	0.00	0.00	46796.00
003422627810	100433	TQCB	RU000A100HE1	104.5500000000	10	226.40	6.46	10455.00
003422627811	100433	TQCB	RU000A100HE1	104.5600000000	2	45.28	6.45	2091.20
003422627812	100433	TQBR	GAZP	213.4900000000	10	0.00	0.00	2134.90
003422627813	100433	TQBR	AFLT	70.9200000000	7220	0.00	0.00	512042.40
003422627814	100433	TQBR	AFLT	70.9200000000	100	0.00	0.00	7092.00
003422627815	100433	TQBR	AFLT	70.9200000000	680	0.00	0.00	48225.60
003422627816	100433	TQBR	AFLT	70.9000000000	2000	0.00	0.00	141800.00
003422627817	100433	TQBR	LIFE	7.1450000000	1000	0.00	0.00	7145.00
003422627818	100433	TQTF	TRUR	5.9180000000	12	0.00	0.00	71.02
003422627819	100433	TQBR	POGR	32.2500000000	600	0.00	0.00	19350.00
003422627820	100433	TQBR	UWGN	183.2000000000	40	0.00	0.00	7328.00
003422627821	100433	TQBR	ETLN	124.5000000000	1	0.00	0.00	124.50
003422627822	100433	TQBR	SBERP	247.1900000000	70	0.00	0.00	17303.30
003422627823	100433	TQBR	RUAL	37.5800000000	230	0.00	0.00	8643.40
003422627824	100433	TQBR	MTLR	63.2800000000	10	0.00	0.00	632.80
003422627825	100433	TQBR	MTLR	63.2900000000	5	0.00	0.00	316.45
003422627826	100433	TQBR	MTLR	63.2600000000	1	0.00	0.00	63.26
003422627827	100433	TQBR	SBER	276.8400000000	20	0.00	0.00	5536.80
003422627828	100433	TQBR	SBER	276.8700000000	80	0.00	0.00	22149.60
003422627829	100433	TQTD	TECH	0.0964000000	9	0.00	0.00	0.87
003422627830	100433	TQPI	RLMNP	15.1000000000	10	0.00	0.00	151.00
003422627831	100433	TQTF	TRUR	5.9180000000	300	0.00	0.00	1775.40
003422627832	100433	TQBR	ETLN	124.5000000000	1	0.00	0.00	124.50
003422627833	100433	TQPI	GTLC	0.0528000000	1000	0.00	0.00	52.80
003422627834	100434	TQBR	INGR	1093.0000000000	1	0.00	0.00	1093.00
003422627835	100434	TQBR	YNDX	5156.0000000000	74	0.00	0.00	381544.00
003422627836	100434	TQBR	YNDX	5156.0000000000	4	0.00	0.00	20624.00
003422627837	100434	TQBR	MAGN	52.3000000000	20	0.00	0.00	1046.00
003422627838	100434	TQBR	MAGN	52.3000000000	30	0.00	0.00	1569.00
003422627839	100434	TQBR	LNTA	249.5000000000	500	0.00	0.00	124750.00
003422627840	100434	TQBR	LNTA	249.5000000000	7	0.00	0.00	1746.50
003422627841	100434	TQBR	LNTA	249.2000000000	103	0.00	0.00	25667.60
003422627842	100434	TQBR	MAGN	52.3000000000	70	0.00	0.00	3661.00
003422627843	100434	TQBR	MAGN	52.3200000000	30	0.00	0.00	1569.60
003422627844	100434	FQBR	XOM-RM	3173.0000000000	2	0.00	0.00	6346.00
003422627845	100434	FQBR	XOM-RM	3168.0000000000	16	0.00	0.00	50688.00
003422627846	100434	FQBR	XOM-RM	3168.0000000000	13	0.00	0.00	41184.00
003422627847	100434	FQBR	XOM-RM	3167.0000000000	7	0.00	0.00	22169.00
003422627848	100434	FQBR	XOM-RM	3167.0000000000	31	0.00	0.00	98177.00
003422627849	100434	FQBR	XOM-RM	3167.0000000000	10	0.00	0.00	31670.00
003422627850	100434	FQBR	XOM-RM	3166.0000000000	300	0.00	0.00	949800.00
003422627851	100434	FQBR	XOM-RM	3166.0000000000	121	0.00	0.00	383086.00
003422627852	100434	TQOB	SU26217RMFS8	102.0510000000	3	76.44	4.34	3061.53
003422627853	100434	TQTD	TECH	0.0964000000	160	0.00	0.00	15.42
003422627854	100434	TQBR	OZON	3239.0000000000	3	0.00	0.00	9717.00
003422627855	100434	TQBR	PLZL	15280.0000000000	3	0.00	0.00	45840.00
003422627856	100434	TQBR	PLZL	15281.5000000000	12	0.00	0.00	183378.00
003422627857	100434	TQBR	POLY	1701.8000000000	1	0.00	0.00	1701.80
003422627858	100434	TQBR	SBER	276.8700000000	50	0.00	0.00	13843.50
003422627859	100434	TQCB	RU000A100D89	99.7300000000	1	10.71	8.75	997.30
003422627860	100434	TQCB	RU000A100D89	99.7300000000	8	85.68	8.75	7978.40
003422627861	100434	TQBR	MGTSP	1872.0000000000	1	0.00	0.00	1872.00
003422627862	100434	TQBR	MGTSP	1870.0000000000	3	0.00	0.00	5610.00
003422627863	100434	TQBR	GAZP	213.4700000000	40	0.00	0.00	8538.80
003422627864	100434	TQBR	GAZP	213.4900000000	40	0.00	0.00	8539.60
003422627865	100434	TQBR	GAZP	213.5000000000	420	0.00	0.00	89670.00
003422627866	100434	TQBR	OZON	3239.0000000000	1	0.00	0.00	3239.00
003422627867	100434	TQBR	SBERP	247.3400000000	990	0.00	0.00	244866.60
003422627868	100434	TQBR	SBERP	247.3400000000	10	0.00	0.00	2473.40
003422627869	100434	EQRP	SU26230RMFS1	4.3000000000	19773	300351.87	0.00	20807021.13
003422627872	100434	EQRP	SU26230RMFS1	4.3000000000	14332	217703.08	0.00	15081486.21
003422627875	100434	TQTF	TMOS	5.5400000000	20	0.00	0.00	110.80
003422627876	100434	TQBR	POGR	32.2500000000	100	0.00	0.00	3225.00
003422627877	100434	TQBR	MAGN	52.3150000000	10	0.00	0.00	523.15
003422627878	100434	TQBR	MAGN	52.3200000000	1580	0.00	0.00	82665.60
003422627879	100434	TQBR	MAGN	52.3250000000	3170	0.00	0.00	165870.25
003422627880	100434	TQBR	MAGN	52.3300000000	1370	0.00	0.00	71692.10
003422627881	100434	TQBR	MAGN	52.3300000000	2530	0.00	0.00	132394.90
003422627882	100434	TQBR	MAGN	52.3350000000	1340	0.00	0.00	70128.90
003422627883	100434	TQBR	VTBR	0.0382550000	100000	0.00	0.00	3825.50
003422627884	100434	TQBR	LIFE	7.1450000000	14000	0.00	0.00	100030.00
003422627885	100434	TQBR	DSKY	140.0000000000	10	0.00	0.00	1400.00
003422627886	100434	TQBR	MAGN	52.3350000000	300	0.00	0.00	15700.50
003422627887	100434	TQBR	MAGN	52.3100000000	50	0.00	0.00	2615.50
003422627888	100434	TQBR	AMEZ	8.3400000000	100	0.00	0.00	834.00
003422627889	100434	TQBR	AMEZ	8.3400000000	100	0.00	0.00	834.00
003422627890	100434	TQBR	AMEZ	8.3450000000	100	0.00	0.00	834.50
003422627891	100434	TQBR	AMEZ	8.3450000000	100	0.00	0.00	834.50
003422627892	100434	TQBR	AMEZ	8.3500000000	2400	0.00	0.00	20040.00
003422627893	100434	TQBR	AMEZ	8.3500000000	2400	0.00	0.00	20040.00
003422627894	100434	TQBR	TATNP	478.2000000000	22	0.00	0.00	10520.40
003422627895	100434	TQBR	ETLN	124.6000000000	1	0.00	0.00	124.60
003422627896	100434	TQBR	ETLN	124.6000000000	1	0.00	0.00	124.60
003422627897	100434	TQBR	CHMF	1247.0000000000	1	0.00	0.00	1247.00
003422627898	100434	TQTD	TUSD	0.1079000000	400	0.00	0.00	43.16
003422627899	100434	TQBR	SBER	276.8000000000	100	0.00	0.00	27680.00
003422627900	100434	TQBR	SBER	276.8000000000	880	0.00	0.00	243584.00
003422627901	100434	TQBR	SBER	276.8000000000	1020	0.00	0.00	282336.00
003422627902	100435	TQBR	PLZL	15268.0000000000	1	0.00	0.00	15268.00
003422627903	100435	TQBR	PLZL	15267.5000000000	1	0.00	0.00	15267.50
003422627904	100435	TQBR	PLZL	15264.5000000000	1	0.00	0.00	15264.50
003422627905	100435	TQBR	PLZL	15263.0000000000	22	0.00	0.00	335786.00
003422627906	100435	TQBR	PLZL	15257.5000000000	4	0.00	0.00	61030.00
003422627907	100435	TQBR	PLZL	15257.0000000000	1	0.00	0.00	15257.00
003422627908	100435	TQBR	PLZL	15256.0000000000	40	0.00	0.00	610240.00
003422627909	100435	TQBR	PLZL	15255.5000000000	48	0.00	0.00	732264.00
003422627910	100435	TQBR	PLZL	15255.5000000000	7	0.00	0.00	106788.50
003422627911	100435	TQBR	CBOM	6.0690000000	5100	0.00	0.00	30951.90
003422627912	100435	TQCB	RU000A0JXQ85	100.8200000000	1	14.39	6.46	1008.20
003422627913	100435	TQBR	AMEZ	8.2650000000	200	0.00	0.00	1653.00
003422627914	100435	TQBR	AMEZ	8.2600000000	400	0.00	0.00	3304.00
003422627915	100435	TQBR	AMEZ	8.2550000000	100	0.00	0.00	825.50
003422627916	100435	TQBR	AMEZ	8.2500000000	100	0.00	0.00	825.00
003422627917	100435	TQBR	AMEZ	8.2500000000	100	0.00	0.00	825.00
003422627918	100435	TQBR	AMEZ	8.2450000000	300	0.00	0.00	2473.50
003422627919	100435	TQBR	AMEZ	8.2450000000	2400	0.00	0.00	19788.00
003422627920	100435	TQBR	AMEZ	8.2450000000	800	0.00	0.00	6596.00
003422627921	100435	TQTD	TIPO	0.0967000000	162	0.00	0.00	15.67
003422627922	100435	TQTD	TSPX	0.0953000000	36	0.00	0.00	3.43
003422627923	100435	TQBR	LNTA	249.2000000000	38	0.00	0.00	9469.60
003422627924	100435	TQBR	RUAL	37.6000000000	10	0.00	0.00	376.00
003422627925	100435	TQBR	MAIL	2049.0000000000	2	0.00	0.00	4098.00
003422627926	100435	TQTD	FXWO	0.0230390000	100	0.00	0.00	2.30
003422627927	100435	TQBR	LKOH	5159.5000000000	20	0.00	0.00	103190.00
003422627928	100435	TQBR	HYDR	0.7719000000	20000	0.00	0.00	15438.00
003422627929	100435	TQBR	DSKY	139.9600000000	20	0.00	0.00	2799.20
003422627930	100435	TQBR	DSKY	139.9200000000	30	0.00	0.00	4197.60
003422627931	100435	TQTF	TRUR	5.9180000000	253	0.00	0.00	1497.25
003422627932	100435	TQBR	MOEX	161.8500000000	20	0.00	0.00	3237.00
003422627933	100435	TQTF	FXWO	1.6810000000	184	0.00	0.00	309.30
003422627934	100435	TQTF	FXWO	1.6811000000	216	0.00	0.00	363.12
003422627935	100435	TQBR	FIVE	2751.0000000000	1	0.00	0.00	2751.00
003422627936	100435	TQBR	INGR	1092.0000000000	1	0.00	0.00	1092.00
003422627937	100435	TQBR	MTSS	324.2000000000	20	0.00	0.00	6484.00
003422627938	100435	TQBR	MAGN	52.3350000000	10	0.00	0.00	523.35
003422627939	100435	TQBR	SBER	276.8700000000	570	0.00	0.00	157815.90
003422627940	100435	TQBR	SIBN	326.6500000000	50	0.00	0.00	16332.50
003422627941	100435	TQBR	SIBN	326.5500000000	40	0.00	0.00	13062.00
003422627942	100435	TQBR	SIBN	326.5000000000	500	0.00	0.00	163250.00
003422627943	100435	TQBR	SIBN	326.4500000000	230	0.00	0.00	75083.50
003422627944	100435	TQBR	SIBN	326.4000000000	490	0.00	0.00	159936.00
003422627945	100435	TQBR	SIBN	326.4000000000	720	0.00	0.00	235008.00
003422627946	100435	TQBR	SIBN	326.4000000000	600	0.00	0.00	195840.00
003422627947	100435	TQBR	SIBN	326.4000000000	160	0.00	0.00	52224.00
003422627948	100435	TQBR	SIBN	326.3000000000	40	0.00	0.00	13052.00
003422627949	100435	TQBR	SIBN	326.3000000000	10	0.00	0.00	3263.00
003422627950	100435	TQBR	SIBN	326.3000000000	10	0.00	0.00	3263.00
003422627951	100435	TQBR	SIBN	326.3000000000	40	0.00	0.00	13052.00
003422627952	100435	TQBR	SIBN	326.3000000000	10	0.00	0.00	3263.00
003422627953	100435	TQBR	DSKY	140.0000000000	200	0.00	0.00	28000.00
003422627954	100435	TQTD	TSPX	0.0952000000	31	0.00	0.00	2.95
003422627955	100435	TQBR	SBER	276.8700000000	10	0.00	0.00	2768.70
003422627956	100435	TQBR	MAGN	52.3350000000	10	0.00	0.00	523.35
003422627957	100435	TQCB	RU000A0ZYMJ7	143.9900000000	2	36.16	-7.67	2879.80
003422627958	100436	TQCB	RU000A101GW3	100.6000000000	1	1.81	11.00	1006.00
003422627959	100436	TQBR	MTSS	324.2000000000	10	0.00	0.00	3242.00
003422627960	100436	TQBR	MTSS	324.2000000000	10	0.00	0.00	3242.00
003422627961	100436	TQBR	MTSS	324.0000000000	240	0.00	0.00	77760.00
003422627962	100436	TQBR	LKOH	5160.5000000000	1	0.00	0.00	5160.50
003422627963	100436	TQBR	SBER	276.8000000000	30	0.00	0.00	8304.00
003422627964	100436	TQTF	TMOS	5.5440000000	7	0.00	0.00	38.81
003422627965	100436	TQTD	TBIO	0.0985000000	6	0.00	0.00	0.59
003422627966	100436	TQTF	VTBG	1.1620000000	6	0.00	0.00	6.97
003422627967	100436	TQBR	POLY	1701.6000000000	20	0.00	0.00	34032.00
003422627968	100436	TQBR	MOEX	161.8500000000	360	0.00	0.00	58266.00
003422627969	100436	TQBR	APTK	13.4120000000	10	0.00	0.00	134.12
003422627970	100436	TQBR	APTK	13.4120000000	20	0.00	0.00	268.24
003422627971	100436	TQBR	DSKY	140.0000000000	70	0.00	0.00	9800.00
003422627972	100436	TQBR	LKOH	5160.5000000000	1	0.00	0.00	5160.50
003422627973	100436	TQBR	VLHZ	77.8500000000	20	0.00	0.00	1557.00
003422627974	100436	TQBR	VLHZ	78.3000000000	220	0.00	0.00	17226.00
003422627975	100436	TQBR	VLHZ	78.4000000000	10	0.00	0.00	784.00
003422627976	100436	TQBR	VLHZ	78.4000000000	200	0.00	0.00	15680.00
003422627977	100436	TQBR	VLHZ	78.4500000000	120	0.00	0.00	9414.00
003422627978	100436	TQBR	VLHZ	78.5000000000	200	0.00	0.00	15700.00
003422627979	100436	TQBR	VLHZ	78.5000000000	20	0.00	0.00	1570.00
003422627980	100436	TQBR	VLHZ	78.6000000000	250	0.00	0.00	19650.00
003422627981	100436	TQBR	VLHZ	78.7000000000	200	0.00	0.00	15740.00
003422627982	100436	TQBR	SBER	276.8700000000	50	0.00	0.00	13843.50
003422627983	100436	TQBR	ENPG	759.5000000000	10	0.00	0.00	7595.00
003422627984	100436	TQBR	SBER	276.8700000000	10	0.00	0.00	2768.70
003422627985	100436	TQBR	MGNT	5410.0000000000	10	0.00	0.00	54100.00
003422627986	100436	TQBR	MGNT	5410.0000000000	15	0.00	0.00	81150.00
003422627987	100436	TQBR	VLHZ	78.7000000000	50	0.00	0.00	3935.00
003422627988	100436	TQBR	GAZP	213.4500000000	170	0.00	0.00	36286.50
003422627989	100436	TQBR	GAZP	213.4200000000	1000	0.00	0.00	213420.00
003422627990	100436	TQBR	GAZP	213.4100000000	980	0.00	0.00	209141.80
003422627991	100436	TQBR	GAZP	213.4000000000	50	0.00	0.00	10670.00
003422627992	100436	TQBR	GAZP	213.4000000000	1000	0.00	0.00	213400.00
003422627993	100436	TQBR	GAZP	213.4000000000	1100	0.00	0.00	234740.00
003422627994	100436	TQBR	GAZP	213.4000000000	200	0.00	0.00	42680.00
003422627995	100436	TQBR	GAZP	213.4000000000	10	0.00	0.00	2134.00
003422627996	100436	TQBR	GAZP	213.3900000000	9700	0.00	0.00	2069883.00
003422627997	100436	TQBR	GAZP	213.3800000000	1090	0.00	0.00	232584.20
003422627998	100436	TQBR	GAZP	213.3700000000	50	0.00	0.00	10668.50
003422627999	100436	TQBR	GAZP	213.3700000000	1000	0.00	0.00	213370.00
003422628000	100436	TQBR	GAZP	213.3500000000	960	0.00	0.00	204816.00
003422628001	100436	TQBR	GAZP	213.3400000000	3450	0.00	0.00	736023.00
003422628002	100436	TQBR	GAZP	213.3400000000	7410	0.00	0.00	1580849.40
003422628003	100436	TQBR	GAZP	213.3400000000	1830	0.00	0.00	390412.20
003422628004	100436	TQBR	AFKS	28.7230000000	200	0.00	0.00	5744.60
003422628005	100436	TQBR	AFKS	28.7220000000	700	0.00	0.00	20105.40
003422628006	100436	TQBR	MAGN	52.3350000000	300	0.00	0.00	15700.50
003422628007	100436	TQBR	SBER	276.8700000000	50	0.00	0.00	13843.50
003422628008	100436	TQTD	FXIM	1.0641000000	70	0.00	0.00	74.49
003422628009	100436	TQTD	TECH	0.0963000000	219	0.00	0.00	21.09
003422628010	100436	TQBR	MAGN	52.3250000000	4630	0.00	0.00	242264.75
003422628011	100436	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628012	100436	TQBR	MAIL	2049.0000000000	1	0.00	0.00	2049.00
003422628013	100437	TQBR	NMTP	8.1300000000	5900	0.00	0.00	47967.00
003422628014	100437	TQBR	DSKY	139.9200000000	10	0.00	0.00	1399.20
003422628015	100437	TQBR	NLMK	212.3000000000	10	0.00	0.00	2123.00
003422628016	100437	TQBR	MGNT	5406.0000000000	3	0.00	0.00	16218.00
003422628017	100437	TQBR	GAZP	213.4000000000	30	0.00	0.00	6402.00
003422628018	100437	TQTF	FXWO	1.6811000000	46	0.00	0.00	77.33
003422628019	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628020	100437	TQBR	SNGSP	39.9050000000	100	0.00	0.00	3990.50
003422628021	100437	TQBR	VLHZ	78.7000000000	300	0.00	0.00	23610.00
003422628022	100437	TQBR	POLY	1702.5000000000	3	0.00	0.00	5107.50
003422628023	100437	TQTF	TMOS	5.5420000000	5	0.00	0.00	27.71
003422628024	100437	TQBR	LKOH	5160.0000000000	3	0.00	0.00	15480.00
003422628025	100437	TQBR	LKOH	5159.5000000000	2	0.00	0.00	10319.00
003422628026	100437	TQBR	NMTP	8.1300000000	2000	0.00	0.00	16260.00
003422628027	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628028	100437	TQIF	RU000A101NK4	2123.9000000000	5	0.00	0.00	10619.50
003422628029	100437	TQIF	RU000A101NK4	2123.9000000000	95	0.00	0.00	201770.50
003422628030	100437	TQBR	LNTA	249.6000000000	250	0.00	0.00	62400.00
003422628031	100437	TQBR	FLOT	93.9100000000	20	0.00	0.00	1878.20
003422628032	100437	TQBR	LNTA	249.1000000000	10	0.00	0.00	2491.00
003422628033	100437	TQBR	LNTA	249.1000000000	88	0.00	0.00	21920.80
003422628034	100437	TQBR	ENRU	0.9135000000	1000	0.00	0.00	913.50
003422628035	100437	TQTF	FXRL	3461.0000000000	1	0.00	0.00	3461.00
003422628036	100437	TQTF	FXGD	933.2000000000	1	0.00	0.00	933.20
003422628037	100437	TQBR	FLOT	93.9100000000	100	0.00	0.00	9391.00
003422628038	100437	TQBR	YNDX	5157.8000000000	2	0.00	0.00	10315.60
003422628039	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628040	100437	TQTD	TGLD	0.0784000000	5	0.00	0.00	0.39
003422628041	100437	TQBR	RUAL	37.6000000000	10	0.00	0.00	376.00
003422628042	100437	TQBR	GAZP	213.3400000000	20	0.00	0.00	4266.80
003422628043	100437	TQBR	AFKS	28.7400000000	100	0.00	0.00	2874.00
003422628044	100437	TQBR	YNDX	5158.4000000000	1	0.00	0.00	5158.40
003422628045	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628046	100437	TQBR	SFIN	498.4000000000	10	0.00	0.00	4984.00
003422628047	100437	TQBR	CHMF	1247.0000000000	1	0.00	0.00	1247.00
003422628048	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628049	100437	TQBR	SBER	276.8000000000	400	0.00	0.00	110720.00
003422628050	100437	PSRP	SIBN	1.0000000000	20000	0.00	0.00	6559520.00
003422628053	100437	TQBR	ALRS	95.8800000000	20	0.00	0.00	1917.60
003422628054	100437	TQTF	TMOS	5.5420000000	5	0.00	0.00	27.71
003422628055	100437	TQBR	SBER	276.8000000000	10	0.00	0.00	2768.00
003422628056	100437	TQBR	CNTL	15.8000000000	100	0.00	0.00	1580.00
003422628057	100437	TQTD	TIPO	0.0969000000	15	0.00	0.00	1.45
003422628058	100437	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628059	100438	TQTD	TECH	0.0963000000	8	0.00	0.00	0.77
003422628060	100438	TQBR	MAIL	2049.0000000000	11	0.00	0.00	22539.00
003422628061	100438	TQBR	MAIL	2049.0000000000	238	0.00	0.00	487662.00
003422628062	100438	TQBR	MAIL	2049.2000000000	100	0.00	0.00	204920.00
003422628063	100438	TQBR	MAIL	2049.2000000000	22	0.00	0.00	45082.40
003422628064	100438	TQBR	MAIL	2049.2000000000	127	0.00	0.00	260248.40
003422628065	100438	TQBR	TATN	510.4000000000	100	0.00	0.00	51040.00
003422628066	100438	TQBR	TATN	510.3000000000	261	0.00	0.00	133188.30
003422628067	100438	TQBR	TATN	510.3000000000	180	0.00	0.00	91854.00
003422628068	100438	TQBR	TATN	510.3000000000	300	0.00	0.00	153090.00
003422628069	100438	TQBR	TATN	510.2000000000	159	0.00	0.00	81121.80
003422628070	100438	TQBR	SBER	276.8000000000	10	0.00	0.00	2768.00
003422628071	100438	TQTF	TRUR	5.9200000000	67	0.00	0.00	396.64
003422628072	100438	TQBR	DSKY	140.0000000000	500	0.00	0.00	70000.00
003422628073	100438	TQBR	POLY	1702.0000000000	3	0.00	0.00	5106.00
003422628074	100438	TQBR	POLY	1701.9000000000	120	0.00	0.00	204228.00
003422628075	100438	TQBR	POLY	1701.6000000000	35	0.00	0.00	59556.00
003422628076	100438	TQBR	POLY	1701.5000000000	119	0.00	0.00	202478.50
003422628077	100438	TQBR	POLY	1701.5000000000	4	0.00	0.00	6806.00
003422628078	100438	TQBR	POLY	1701.3000000000	23	0.00	0.00	39129.90
003422628079	100438	TQBR	POLY	1701.2000000000	64	0.00	0.00	108876.80
003422628080	100438	TQBR	POLY	1701.2000000000	144	0.00	0.00	244972.80
003422628081	100438	TQCB	RU000A100MG6	108.2800000000	1	18.26	6.61	1082.80
003422628082	100438	TQTF	VTBX	124.0500000000	1	0.00	0.00	124.05
003422628083	100438	TQTD	FXIM	1.0678000000	13	0.00	0.00	13.88
003422628084	100438	TQBR	RUAL	37.6000000000	500	0.00	0.00	18800.00
003422628085	100438	TQBR	SFIN	498.6000000000	10	0.00	0.00	4986.00
003422628086	100438	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628087	100438	EQRP	ROSN	4.2500000000	1960	0.00	0.00	753964.96
003422628090	100438	TQTF	FXIM	78.0000000000	13	0.00	0.00	1014.00
003422628091	100438	TQTF	TRUR	5.9200000000	115	0.00	0.00	680.80
003422628092	100438	TQBR	DSKY	139.9800000000	10	0.00	0.00	1399.80
003422628093	100438	TQBR	DSKY	139.9800000000	180	0.00	0.00	25196.40
003422628094	100438	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628095	100438	TQBR	AFKS	28.7210000000	100	0.00	0.00	2872.10
003422628096	100438	TQBR	AFKS	28.7200000000	18000	0.00	0.00	516960.00
003422628097	100438	TQBR	AFKS	28.7200000000	200	0.00	0.00	5744.00
003422628098	100438	TQBR	AFKS	28.7140000000	1400	0.00	0.00	40199.60
003422628099	100438	TQBR	AFKS	28.7130000000	1400	0.00	0.00	40198.20
003422628100	100438	TQBR	AFKS	28.7120000000	1400	0.00	0.00	40196.80
003422628101	100438	TQBR	AFKS	28.7110000000	1400	0.00	0.00	40195.40
003422628102	100438	TQBR	AFKS	28.7100000000	8600	0.00	0.00	246906.00
003422628103	100438	TQBR	AFKS	28.7100000000	1400	0.00	0.00	40194.00
003422628104	100438	TQBR	AFKS	28.7090000000	3500	0.00	0.00	100481.50
003422628105	100438	TQBR	AFKS	28.7090000000	1400	0.00	0.00	40192.60
003422628106	100438	TQBR	AFKS	28.7080000000	300	0.00	0.00	8612.40
003422628107	100438	TQBR	AFKS	28.7080000000	3000	0.00	0.00	86124.00
003422628108	100438	TQBR	AFKS	28.7080000000	1400	0.00	0.00	40191.20
003422628109	100438	TQBR	AFKS	28.7070000000	1400	0.00	0.00	40189.80
003422628110	100438	TQBR	AFKS	28.7060000000	1400	0.00	0.00	40188.40
003422628111	100438	TQBR	AFKS	28.7050000000	1400	0.00	0.00	40187.00
003422628112	100438	TQBR	AFKS	28.7040000000	1400	0.00	0.00	40185.60
003422628113	100438	TQBR	AFKS	28.7030000000	2000	0.00	0.00	57406.00
003422628114	100438	TQBR	AFKS	28.7030000000	500	0.00	0.00	14351.50
003422628115	100438	TQBR	AFKS	28.7030000000	1400	0.00	0.00	40184.20
003422628116	100438	TQBR	AFKS	28.7030000000	5000	0.00	0.00	143515.00
003422628117	100438	TQBR	AFKS	28.7030000000	500	0.00	0.00	14351.50
003422628118	100438	TQBR	AFKS	28.7020000000	1400	0.00	0.00	40182.80
003422628119	100438	TQBR	AFKS	28.7000000000	5000	0.00	0.00	143500.00
003422628120	100438	TQBR	AFKS	28.7000000000	100	0.00	0.00	2870.00
003422628121	100438	TQBR	AFKS	28.7000000000	100	0.00	0.00	2870.00
003422628122	100438	TQTD	VTBE	12.3600000000	5	0.00	0.00	61.80
003422628123	100438	TQTF	TRUR	5.9240000000	62	0.00	0.00	367.29
003422628124	100439	TQTF	VTBM	1.0399000000	245	0.00	0.00	254.78
003422628125	100439	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628126	100439	TQBR	POLY	1701.1000000000	10	0.00	0.00	17011.00
003422628127	100439	TQBR	ROSN	440.8500000000	20	0.00	0.00	8817.00
003422628128	100439	TQBR	FEES	0.2133000000	50000	0.00	0.00	10665.00
003422628129	100439	TQTF	TRUR	5.9240000000	313	0.00	0.00	1854.21
003422628130	100439	TQBR	QIWI	750.5000000000	100	0.00	0.00	75050.00
003422628131	100439	TQBR	QIWI	750.5000000000	27	0.00	0.00	20263.50
003422628132	100439	TQBR	QIWI	750.5000000000	3	0.00	0.00	2251.50
003422628133	100439	TQBR	AFKS	28.7240000000	100	0.00	0.00	2872.40
003422628134	100439	TQBR	MAGN	52.3200000000	40	0.00	0.00	2092.80
003422628135	100439	TQBR	MAGN	52.3200000000	40	0.00	0.00	2092.80
003422628136	100439	TQBR	MAGN	52.3100000000	40	0.00	0.00	2092.40
003422628137	100439	TQBR	MAGN	52.3000000000	10	0.00	0.00	523.00
003422628138	100439	TQBR	MAGN	52.2900000000	870	0.00	0.00	45492.30
003422628139	100439	TQBR	INGR	1091.0000000000	1	0.00	0.00	1091.00
003422628140	100439	TQBR	MAGN	52.3250000000	10	0.00	0.00	523.25
003422628141	100439	TQBR	LNTA	249.7000000000	20	0.00	0.00	4994.00
003422628142	100439	TQBR	AFKS	28.7240000000	200	0.00	0.00	5744.80
003422628143	100439	TQBR	SBER	276.8200000000	500	0.00	0.00	138410.00
003422628144	100439	TQBR	SBER	276.8200000000	500	0.00	0.00	138410.00
003422628145	100439	TQBR	AFLT	70.9400000000	580	0.00	0.00	41145.20
003422628146	100439	TQBR	AFLT	70.9400000000	100	0.00	0.00	7094.00
003422628147	100439	TQBR	AFLT	70.9400000000	680	0.00	0.00	48239.20
003422628148	100439	TQBR	AFLT	70.9200000000	60	0.00	0.00	4255.20
003422628149	100439	TQOB	SU25083RMFS5	102.4360000000	30	28.80	4.49	30730.80
003422628150	100439	TQBR	FIVE	2746.5000000000	2	0.00	0.00	5493.00
003422628151	100439	TQBR	FIVE	2746.0000000000	3	0.00	0.00	8238.00
003422628152	100439	TQBR	ALRS	95.8300000000	760	0.00	0.00	72830.80
003422628153	100439	TQBR	ALRS	95.8300000000	240	0.00	0.00	22999.20
003422628154	100439	TQTF	FXIM	78.0000000000	22	0.00	0.00	1716.00
003422628155	100439	TQBR	GAZP	213.4000000000	250	0.00	0.00	53350.00
003422628156	100439	TQBR	GAZP	213.4300000000	740	0.00	0.00	157938.20
003422628157	100439	TQBR	GAZP	213.4500000000	10	0.00	0.00	2134.50
003422628158	100439	TQBR	ALRS	95.8300000000	520	0.00	0.00	49831.60
003422628159	100439	TQBR	ALRS	95.8300000000	220	0.00	0.00	21082.60
003422628160	100439	TQBR	ALRS	95.8300000000	30	0.00	0.00	2874.90
